"iso","scope","quintile","gender","population","population_perc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house","access_water_piped_plot","access_water_other_min","access_water_other_max","access_water_daily","access_san_exclusive","access_sewer","access_septic","access_latrine_min","access_latrine_max","access_sewer_exclusive","access_septic_exclusive","access_latrine_exclusive_min","access_latrine_exclusive_max","access_water_piped_house_daily","access_water_piped_plot_daily","hygiene_defecation","access_latrines_unimproved_min","access_latrines_unimproved_exclusive_min","access_water_ub","access_water_lb","year"
"ECU","rural","1","male",NA,NA,53.3279857089062,91.2,252.523281376092,1721,0.239964816437929,0.185641484946552,0.0145014018814655,0.361665653332883,NA,0.771802904860458,0.184236886758956,0.407243346115161,0.212504622235995,0.212504622235995,0.16221682060936,0.369316229515561,0.199544532945009,0.199544532945009,NA,NA,0.125014894321951,0.0710002505679364,0.0407253217905279,0.787271954717365,0.440107703265947,2017
"ECU","rural","2","male",NA,NA,117.649226970907,150,483.819385076783,1899,0.325511115933648,0.188290930297425,0.0157739478988073,0.358084531595518,NA,0.8563166079442,0.237285640671187,0.49529327040112,0.184001442575625,0.184001442575625,0.20233828204205,0.457465049365636,0.170211455828541,0.170211455828541,NA,NA,0.04127138192479,0.0421482644272776,0.0263018207079725,0.871886577826591,0.52957599412988,2017
"ECU","rural","3","male",NA,NA,183.321042165267,227.5,712.701572661298,2490,0.395746404983557,0.146305621377982,0.00926970512294937,0.342336317672213,NA,0.860502593401854,0.30557909280495,0.46465797846942,0.14232566582687,0.14232566582687,0.272254494219294,0.435185450338724,0.133856292276191,0.133856292276191,NA,NA,0.0463313156718246,0.0411059472269358,0.0192063565676447,0.884388344033752,0.551321731484488,2017
"ECU","rural","4","male",NA,NA,289.226731893498,380,976.437696388761,3153,0.538725472238991,0.0974004615683283,0.006931856545612,0.261120900482497,NA,0.875701813217093,0.445244558365105,0.350392857568559,0.13400443517479,0.13400443517479,0.417169925339331,0.319699213362193,0.121521314861432,0.121521314861432,NA,NA,0.0300579481412191,0.0403002007503269,0.0173113596541379,0.897246834289817,0.643057790352931,2017
"ECU","rural","5","male",NA,NA,755.832798694845,23400,1829.69310907732,23400,0.602361320478681,0.0685212008231087,0.00613111882102002,0.24056280551649,NA,0.879276990923644,0.497842566464938,0.369154393795995,0.0936356074819921,0.0936356074819921,0.446998312343509,0.334764078388003,0.0898694939589441,0.0898694939589441,NA,NA,0.0178127574947642,0.0215546747623113,0.00764510623318815,0.91144532681828,0.67701364012281,2017
"ECU","rural","1","female",NA,NA,56.0195737512806,91,194.917347737769,1200,0.290963959202542,0.233350348312146,0.0265149104509696,0.311721042862403,NA,0.687758821312187,0.215601696744586,0.338183098907854,0.206440750886853,0.206440750886853,0.183331595253567,0.290746772449335,0.179939848775214,0.179939848775214,NA,NA,0.155979407903992,0.0837950455567145,0.0337406048340712,0.836035350377091,0.550829217965657,2017
"ECU","rural","2","female",NA,NA,116.469536509472,150,372.777240997862,1298,0.387471833457667,0.193807405699356,0.0209312203178118,0.316302724455386,NA,0.779134589389562,0.279672284152771,0.455721652476547,0.165377898829428,0.165377898829428,0.250462783261438,0.363983364812834,0.153676528359153,0.153676528359153,NA,NA,0.0729407474273588,0.0262874171138949,0.0110119129561366,0.897581963612409,0.602210459474835,2017
"ECU","rural","3","female",NA,NA,183.659287481318,227.5,591.66186665365,1785,0.443518381709081,0.215212979045552,0.00955649122777679,0.267757603169222,NA,0.844535811569505,0.331767153346227,0.475115326048884,0.113567741716836,0.113567741716836,0.293166059189977,0.429109929398931,0.102870012381021,0.102870012381021,NA,NA,0.0547223167294533,0.0248274621586003,0.0193898105995758,0.926488963923854,0.668287851982409,2017
"ECU","rural","4","female",NA,NA,281.684278809541,380,728.358895009201,2708,0.539805957100228,0.114151242652811,0.0335070411805018,0.310921472687957,NA,0.857030718460721,0.429370141070935,0.446140201158155,0.0747977352872747,0.0747977352872747,0.393152471717936,0.392582815327201,0.0627648759983238,0.0627648759983238,NA,NA,0.00845993263990476,0.0412319898437312,0.00853055541725967,0.964878672440996,0.687464240933541,2017
"ECU","rural","5","female",NA,NA,694.879929527809,3450,1465.81047829385,5683,0.667011977805171,0.0811321225632779,0.00170106059799222,0.148070395954322,NA,0.901341309906567,0.591131688100638,0.330023645252162,0.0427306269603606,0.0427306269603606,0.552599144820081,0.314708101100591,0.0302404641893822,0.0302404641893822,NA,NA,0.0323204398903279,0.00379359979651217,0.00379359979651206,0.896214496322771,0.749845160966441,2017
